30,309.315887,179.512268,15.952576,42.663422,0.711966
30,291.385254,178.811386,16.267578,40.692078,0.439038
60,295.314545,170.480347,21.122314,49.565857,0.089219
120,424.909241,175.288635,28.562439,68.844269,0.762477
150,115.171349,169.344223,19.745872,48.714935,0.057001
150,99.990799,175.185867,15.470734,42.285614,0.219034
150,213.289185,167.476913,21.676392,51.102570,0.446372
150,204.870819,166.327637,20.980438,52.571899,0.067019
180,296.481384,165.314941,16.713013,42.103424,0.898761
180,358.104156,155.056458,22.387085,55.296417,0.112286
180,284.801544,159.003540,22.300781,55.797089,0.335529
180,253.395477,151.328491,24.725220,62.557526,0.087566
180,277.302185,152.401352,24.082031,64.160553,0.066115
180,263.828461,155.015060,55.635132,57.517059,0.060622
210,389.253601,170.496368,18.765686,46.042908,0.965624
210,449.430481,162.495514,20.836243,58.374878,0.063675
210,350.744965,161.896225,24.824463,67.793121,0.104269
210,379.690247,161.989899,26.199280,64.539215,0.112015
240,340.537323,178.797470,18.385010,48.708038,0.705878
240,346.316437,176.555389,19.482178,51.208527,0.176202
270,100.666908,185.565735,22.735504,60.583923,0.177983
270,27.909519,179.974854,24.943481,60.224701,0.460578
330,467.104553,217.672714,19.265076,45.853958,0.899478
330,461.859711,217.036896,15.657715,46.629181,0.200327
330,298.302643,221.166031,18.892944,50.723587,0.198797
330,440.028473,214.677048,20.649414,49.604263,0.191185
330,473.114319,214.322571,17.753113,45.747681,0.050961
360,191.653137,203.582626,19.841064,48.871948,0.895343
360,554.254395,185.500183,23.888794,61.560272,0.083928
360,174.297821,209.152512,16.201843,47.401810,0.058935
360,184.836670,210.380020,21.393951,48.811081,0.118130
390,165.398834,185.523315,25.737732,62.098907,0.196944
390,409.786987,174.765366,31.969177,77.558960,0.095684
420,387.406494,180.346375,29.836853,73.968353,0.284228
450,372.373962,171.822266,31.495789,78.861450,0.117975
450,395.169373,169.939087,38.469910,93.806702,0.094173
480,21.465828,100.831299,56.275558,131.247681,0.866083
480,385.139099,176.627991,32.666382,79.635315,0.125945
510,0.000000,99.286789,35.344685,151.313873,0.069576
510,414.978577,184.989578,30.522278,80.827866,0.113940
540,412.846313,182.240768,15.739502,37.361450,0.132521
570,589.110168,192.066589,50.889832,157.617310,0.132760
600,338.068909,179.580917,17.338318,40.814941,0.065760
630,441.652039,186.036606,15.306396,41.035065,0.345733
630,130.287674,182.998184,17.268829,42.673798,0.754060
660,81.802338,179.571121,21.432510,52.500366,0.977754
690,12.973382,177.540634,28.385662,68.306580,0.997137
690,23.381819,180.421143,24.989077,60.574005,0.073976
690,547.169495,198.786682,14.557983,33.379578,0.287798
690,522.373108,187.789612,17.951538,42.778259,0.086359
720,30.350943,184.606842,20.882959,54.761902,0.363512
720,608.134338,193.294418,16.852417,39.247742,0.074762
750,194.109680,181.873520,15.733582,40.896210,0.105769
750,384.855225,181.928772,25.635071,62.843689,0.332892
750,3.198942,178.306732,22.824781,52.617432,0.053646
780,184.775238,180.578156,15.356323,40.512177,0.085750
810,546.020691,178.189667,17.344482,42.098877,0.460873
810,539.192993,179.595093,16.167725,38.854553,0.055504
840,413.255646,177.755600,15.351379,39.637604,0.185255
840,556.054443,176.747757,23.102661,56.003326,0.051054
900,442.553497,181.746292,15.124756,38.330170,0.175384
930,74.155869,172.385071,21.643829,53.362152,0.797158
930,441.674896,180.896286,16.616821,40.751740,0.298452
930,66.438683,164.904968,23.854843,58.776672,0.084312
960,44.789444,174.313828,20.169472,48.251648,0.545705
960,35.157192,172.999237,21.232468,50.701843,0.600586
990,7.284526,172.438431,22.792263,56.189606,0.893610
1020,281.705078,151.719437,44.392212,116.873856,0.341258
1320,105.261154,146.849518,20.508850,51.077698,0.126006
1380,370.064667,179.005264,24.906189,58.809509,0.104572
1380,380.189148,185.858551,18.929382,48.582397,0.264690
1500,383.607666,201.978714,27.541748,66.763351,0.578122
1500,375.538696,204.303055,26.495667,61.628098,0.105414
1500,170.226898,204.982529,16.446533,40.001740,0.067930
1500,77.390846,222.469116,21.562958,52.048065,0.208041
1530,366.080170,192.208649,24.571106,61.616913,0.395628
1560,346.661896,181.496841,25.032349,60.019775,0.893368
1560,357.931244,185.285233,22.887512,55.877045,0.056489
1560,456.851654,196.922714,19.853516,53.126251,0.119301
1560,597.564636,178.910660,36.556030,75.422302,0.058881
1590,495.775055,186.735245,23.711884,57.001129,0.051147
1590,486.560913,180.730255,27.399658,68.127441,0.185079
1590,482.207947,187.281525,26.499573,46.288330,0.059550
1620,437.570038,192.718796,16.339111,44.417389,0.144349
1620,480.031372,183.448730,22.028076,52.067413,0.052326
1620,6.143216,162.011337,31.139633,78.437897,0.626197
1650,493.308716,189.996048,17.808777,42.992462,0.309589
1650,466.133942,190.114624,16.556763,42.961334,0.071921
1710,450.874786,185.202347,13.465271,42.129333,0.064511
1740,482.025970,190.002243,17.860413,44.723694,0.692886
1770,510.543671,191.605637,20.085663,49.772583,0.750102
1770,1.899328,182.378510,29.701614,66.847992,0.054849
1800,135.040253,192.408203,20.353699,50.268829,0.877179
1800,538.536682,187.757401,23.459473,56.708435,0.876134
1800,532.817383,186.856613,19.425049,49.630829,0.064269
1800,523.960693,186.238602,42.357300,49.626923,0.062874
1830,88.248169,193.984299,20.709732,51.876953,0.855737
1830,574.599854,190.589172,25.800293,63.976105,0.981520
1830,566.339233,190.370148,23.933472,59.905334,0.172644
1830,582.520569,191.333084,29.018433,69.719864,0.252480
